"Id","Value"
6069y,-0.982138412148
6070x,-0.962564900598
6070y,-0.0738793885896
6071x,1.011727309
6071y,-0.318389068867
6072x,0.387484211411
6072y,-0.864054311027
6073x,-0.111161442035
6073y,0.988926662227
6074x,0.0835384674911
6074y,-1.02413946995
6075x,0.616675567449
6075y,-0.69232512375
6076x,0.714955607469
6076y,-0.685948096772
6077x,0.522753355132
6077y,-0.831890859344
6078x,-0.990871741574
6078y,-0.0256779768634
6079x,0.792485520411
6079y,0.456610683366
6080x,-1.04936115629
6080y,0.18050534113
6081x,1.01995890636
6081y,0.0224498227034
6082x,0.764778383332
6082y,-0.599437648223
6083x,0.612681729853
6083y,-0.777507369367
6084x,0.399395552569
6084y,-0.785487237329
6085x,0.940193521094
6085y,0.0408723673027
6086x,0.928656789388
6086y,0.359942123872
6087x,-1.03103678604
6087y,0.000732277173624
6088x,-0.495753343946
6088y,-0.940111256629
6089x,-0.568019304927
6089y,0.785152540332
6090x,-0.3129769818
6090y,-0.986950920879
6091x,1.02014127104
6091y,-0.156843235241
6092x,1.05299824928
6092y,-0.115509236511
6093x,0.250619836084
6093y,-0.913594511568
6094x,-0.0806202208653
6094y,-1.04352641579
6095x,-0.877077115849
6095y,-0.447317646513
6096x,0.828954818151
6096y,-0.504871657605
6097x,-0.659214730895
6097y,-0.705273451183
6098x,-0.322581176753
6098y,-0.980720189647
6099x,0.787377678609
6099y,0.460896447862
6100x,-1.03907827708
6100y,0.0220703851051
6101x,1.05057795189
6101y,-0.0644980863595
6102x,1.12540797172
6102y,-0.0494397742727
6103x,-0.647337900725
6103y,0.676844794958
6104x,-1.01176769176
6104y,0.188403407938
6105x,0.199360843446
6105y,-0.904487659966
6106x,-0.633262447558
6106y,-0.772417263922
6107x,-0.906164869328
6107y,0.48847893012
6108x,0.118661875609
6108y,1.06008560171
6109x,0.764254098274
6109y,0.506987424663
6110x,0.250738561668
6110y,-0.85968651749
6111x,0.959038497845
6111y,-0.378649022354
6112x,-0.59532291621
6112y,-0.782659068245
6113x,-0.524506356152
6113y,0.840485323475
6114x,-0.35043178346
6114y,0.842026460503
6115x,0.221601573343
6115y,-0.940602305812
6116x,0.394662568954
6116y,-0.853479605159
6117x,0.219270888587
6117y,-0.872499003176
6118x,-0.221150924545
6118y,-1.0419760189
6119x,-0.0411103133219
6119y,1.05282012575
6120x,0.798965214634
6120y,0.424913427667
6121x,0.492558363312
6121y,0.943688479157
6122x,0.597526279394
6122y,-0.753830389811
6123x,-0.291393977668
6123y,-1.05177303202
6124x,-0.778622006769
6124y,-0.511460523123
6125x,-0.815885222998
6125y,-0.483164253468
6126x,0.0966262482332
6126y,1.0400218372
6127x,-0.695515938808
6127y,0.678527341648
6128x,0.982094763315
6128y,-0.362844759598
6129x,0.94701613781
6129y,0.0677684549392
6130x,1.05215449732
6130y,0.0117849940902
6131x,0.92648980722
6131y,0.216828855979
6132x,0.310184363262
6132y,1.02492279593
6133x,0.882754300951
6133y,-0.56292938548
6134x,-0.331331225805
6134y,-0.966747683291
6135x,-0.46134028512
6135y,-0.95084892678
6136x,1.07466410115
6136y,-0.13947371513
6137x,1.03467713144
6137y,-0.160631032058
6138x,-0.324080081883
6138y,0.857350255956
6139x,-0.195705063904
6139y,0.917979013341
6140x,-0.0107138860789
6140y,-1.03003607804
6141x,0.677992560118
6141y,0.717144975058
6142x,-0.602088837089
6142y,-0.718186943541
6143x,0.190487279571
6143y,-0.980114039974
6144x,0.535063514157
6144y,-0.844817703022
6145x,0.541972336756
6145y,-0.815577232099
6146x,0.893616247525
6146y,-0.49734905921
6147x,-0.487632147809
6147y,-0.933969206083
6148x,1.0409690233
6148y,-0.0426785336418
6149x,-0.0559212232615
6149y,-1.07240619922
6150x,0.841705688998
6150y,-0.546241624592
6151x,1.02807660688
6151y,0.101756377645
6152x,-0.380694473325
6152y,0.857961227346
6153x,-0.260318007327
6153y,-0.989337694219
6154x,1.0020664162
6154y,0.0291508653688
6155x,1.01894748276
6155y,-0.254484384333
6156x,0.614279785417
6156y,0.72583904586
6157x,0.0585777233409
6157y,-0.981732606281
6158x,1.0005906996
6158y,-0.269802142792
6159x,-0.943432047181
6159y,-0.177280608474
6160x,-0.936638593929
6160y,-0.102615936151
6161x,-0.880834519351
6161y,-0.312284006946
6162x,-0.860565911101
6162y,-0.334229031244
6163x,-1.05591886755
6163y,0.0486593334836
6164x,0.827780279681
6164y,-0.546830482147
6165x,-0.0202200610093
6165y,1.0321664381
6166x,-0.109838110432
6166y,-1.07039498828
6167x,-0.992833315643
6167y,-0.114544301583
6168x,1.02083193828
6168y,0.0657959587265
6169x,0.730607537208
6169y,-0.625177134397
6170x,-0.96171665945
6170y,-0.115074217592
6171x,-0.848515959426
6171y,-0.298060058064
6172x,1.02351041714
6172y,0.00680170110323
6173x,0.605541308611
6173y,-0.769329901316
6174x,-0.44935901055
6174y,0.813768951073
6175x,-0.890217406971
6175y,-0.276400755808
6176x,0.467248574552
6176y,-0.784599309352
6177x,0.306016598436
6177y,-0.861715865585
6178x,-0.844648386862
6178y,-0.355460170873
6179x,0.726604164477
6179y,-0.682606358681
6180x,-0.305113656138
6180y,0.870246044626
6181x,-0.587465986738
6181y,-0.82813537968
6182x,-1.00687808694
6182y,-0.151624884258
6183x,0.115188001789
6183y,-0.983935990557
6184x,-1.07635235055
6184y,0.193692200514
6185x,0.344090241969
6185y,-0.894960330704
6186x,-0.787124319791
6186y,-0.567261259432
6187x,-0.689046164118
6187y,0.657586621272
6188x,0.116750495398
6188y,-0.96758614902
6189x,1.03885924837
6189y,-0.292682480363
6190x,0.387584755078
6190y,1.01173796835
6191x,-0.742981183442
6191y,-0.64830893878
6192x,0.583802824239
6192y,-0.738382479483
6193x,0.513542761079
6193y,0.926558805925
6194x,0.993738705577
6194y,-0.251218885325
6195x,0.646794446796
6195y,-0.622267475002
6196x,-0.337622158327
6196y,-1.03216202754
6197x,0.56225809686
6197y,0.792992407397
6198x,1.02998020178
6198y,-0.208034627424
6199x,1.05786796033
6199y,-0.0708635339489
6200x,-1.00966438988
6200y,-0.038457693885
6201x,-0.0666922112726
6201y,-1.05986096488
6202x,1.04709544671
6202y,-0.146350254367
6203x,0.0596149440284
6203y,-1.06025907041
6204x,-0.0870542110492
6204y,-1.05241528716
6205x,1.0396035515
6205y,-0.141719192421
6206x,0.193915656139
6206y,-0.95906470717
6207x,-0.641874385646
6207y,-0.758861435911
6208x,-0.819041205677
6208y,0.596459558823
6209x,-1.01997459772
6209y,0.252459356131
6210x,0.668484377652
6210y,0.656565663595
6211x,0.980835904548
6211y,0.176777951633
6212x,-0.362540899724
6212y,-0.917221273931
6213x,-1.01823707941
6213y,-0.00301484607732
6214x,1.02595747428
6214y,0.0745053056788
6215x,0.755304778727
6215y,0.548169612983
6216x,-0.377867887031
6216y,-0.997708124116
6217x,0.664228690971
6217y,0.702093290075
6218x,1.05800450892
6218y,-0.171896671766
6219x,1.01639662308
6219y,-0.0964300083412
6220x,-0.985234578962
6220y,-0.128649250534
6221x,-0.110596921663
6221y,0.966818617323
6222x,-0.831489003355
6222y,-0.414020714696
6223x,-0.793915452306
6223y,-0.477266568525
6224x,-0.842052518303
6224y,-0.400801624533
6225x,0.879564700425
6225y,0.363499969267
6226x,-0.666071952171
6226y,0.680379377172
6227x,-0.853566764392
6227y,-0.303946771897
6228x,0.484225487824
6228y,-0.810424695444
6229x,-0.263805193948
6229y,0.921720215815
6230x,-0.464060231107
6230y,-0.922286518414
6231x,-0.561858395137
6231y,-0.829913579553
6232x,-1.05365272417
6232y,0.0904938113423
6233x,-0.112136933978
6233y,-1.02753293574
6234x,-0.479374948878
6234y,-0.970715361834
6235x,-0.101888834251
6235y,-1.06295804649
6236x,0.273779298906
6236y,-0.903169160504
6237x,-0.165174384128
6237y,-1.07617537626
6238x,-1.05027507859
6238y,0.0737738643532
6239x,-0.501501302444
6239y,-0.96507437763
6240x,-0.206490043231
6240y,-1.02905610045
6241x,0.42656686219
6241y,-0.775665364762
6242x,-0.941138890598
6242y,0.39361716589
6243x,-0.264052715308
6243y,-1.02582117128
6244x,-0.736729472657
6244y,-0.63261357997
6245x,0.983294780184
6245y,0.0782157947477
6246x,-0.189472216622
6246y,-1.06874507371
6247x,-0.747021758375
6247y,-0.603661565138
6248x,0.657525835493
6248y,-0.679359185084
6249x,-0.665176582454
6249y,0.659637716752
6250x,-1.03998123729
6250y,0.157693365035
6251x,-1.04819129056
6251y,0.188601926189
6252x,-1.08017152445
6252y,0.105844052134
6253x,-0.314647927515
6253y,0.893487006132
6254x,1.01969833173
6254y,-0.225648908206
6255x,-0.676394232995
6255y,-0.711052393934
6256x,0.829377336137
6256y,-0.54553394744
6257x,0.947134425635
6257y,0.330121458179
6258x,-0.893395503714
6258y,-0.222500629179
6259x,0.0729696234076
6259y,1.05869397414
6260x,-1.02001963137
6260y,0.0301251275369
6261x,0.0405287915809
6261y,-0.997316743472
6262x,-0.649020993302
6262y,-0.758671952353
6263x,-0.41724074582
6263y,-0.912093225976
6264x,-0.767162496331
6264y,-0.536574436855
6265x,0.300307563433
6265y,-0.876288899102
6266x,-0.0357840113717
6266y,-1.05456706036
6267x,0.192382648499
6267y,-0.962169894548
6268x,0.924983166753
6268y,-0.466793121974
6269x,0.654755518021
6269y,-0.739743570562
6270x,1.0358813248
6270y,-0.438238299166
6271x,0.0922759950423
6271y,1.06341952174
6272x,-0.689037855241
6272y,-0.754091873596
6273x,-0.209681276376
6273y,-0.939883174593
6274x,-0.789973590093
6274y,-0.551298243267
6275x,-0.498795995659
6275y,0.767753924126
6276x,-0.836414666203
6276y,-0.446865017204
6277x,-0.563506701841
6277y,-0.854272494221
6278x,0.343212496538
6278y,-0.859882371046
6279x,0.367341640522
6279y,-0.84028987316
6280x,-0.702985950343
6280y,-0.583011420735
6281x,0.569500247279
6281y,-0.775446382918
6282x,0.369006302753
6282y,-0.80721279458
6283x,-0.18116618173
6283y,-1.02567037466
6284x,1.02727409887
6284y,0.149243584362
6285x,-0.841107257507
6285y,-0.46935259686
6286x,-0.946382002822
6286y,0.448687803425
6287x,-0.0829344117206
6287y,-1.04301885414
6288x,0.780129178233
6288y,-0.522841327851
6289x,0.351794863684
6289y,-0.862797447494
6290x,-0.985026306201
6290y,0.404479708701
6291x,0.945588898705
6291y,-0.404468537669
6292x,-0.812981926806
6292y,0.595193912537
6293x,-0.720175459043
6293y,-0.707251180554
6294x,-0.925906897904
6294y,0.465738304923
6295x,0.125349874208
6295y,1.06048103984
6296x,-0.740731281538
6296y,-0.627809254566
6297x,-0.343593314658
6297y,-1.02428197396
6298x,0.96581870627
6298y,0.177996818728
6299x,1.02877157192
6299y,-0.199132029064
6300x,-1.02855317368
6300y,0.021840653678
6301x,-0.284270803083
6301y,-0.973600570517
6302x,0.868546031825
6302y,0.45447670449
6303x,0.929333047429
6303y,0.358654890408
6304x,-0.850515827801
6304y,-0.347046557709
6305x,-1.02659601451
6305y,0.131620041882
6306x,0.976237429282
6306y,0.110249415539
6307x,0.0338528598725
6307y,-1.05517800629
6308x,-0.957374235812
6308y,-0.148184888721
6309x,-1.0407523964
6309y,-0.124115385753
6310x,0.767104181139
6310y,0.516773218122
6311x,0.991120226546
6311y,-0.313671064311
6312x,-1.04228713216
6312y,-0.0153200765235
6313x,0.796227155175
6313y,-0.66872657433
6314x,0.984739738226
6314y,0.129202858589
6315x,-0.293730013433
6315y,-1.01148532289
6316x,-0.0276307106474
6316y,-1.03534392154
6317x,0.195312891161
6317y,-0.888398471073
6318x,-0.0991926159938
6318y,-1.09465948959
6319x,0.536437276048
6319y,0.835273152566
6320x,-0.82484893582
6320y,-0.404470787611
6321x,0.512095336871
6321y,-0.836316141213
6322x,-1.00529551637
6322y,0.126105579199
6323x,-1.03117656146
6323y,-0.066503230361
6324x,0.045664864675
6324y,-1.01247087033
6325x,0.605112871496
6325y,-0.684148306184
6326x,0.220466381288
6326y,1.06156728458
6327x,0.429148744593
6327y,-0.804886741396
6328x,0.620188391468
6328y,-0.725994483749
6329x,0.973670159937
6329y,-0.497568758859
6330x,-0.474937182554
6330y,-0.880325917551
6331x,0.937581556053
6331y,0.165675023168
6332x,1.00057154475
6332y,-0.00621671192042
6333x,-0.809975987534
6333y,-0.469277543643
6334x,1.04256477147
6334y,-0.244996799156
6335x,-0.156297279912
6335y,-1.0780862865
6336x,0.694550751848
6336y,0.662322223416
6337x,0.8414474793
6337y,-0.533669701268
6338x,-0.828148251227
6338y,-0.440173589688
6339x,-0.495193994051
6339y,0.822797227013
6340x,0.786384355308
6340y,-0.612749187972
6341x,0.989416020144
6341y,-0.488281006062
6342x,-0.618102816501
6342y,-0.798568946653
6343x,-0.777987899924
6343y,-0.291782882055
6344x,-0.125326461797
6344y,1.01406498504
6345x,0.920407141893
6345y,-0.410088854968
6346x,0.227658499191
6346y,-0.906620297636
6347x,0.0214539042233
6347y,-1.0519939545
6348x,-0.354126152771
6348y,-1.0406883929
6349x,-0.293025692598
6349y,-1.01252629074
6350x,0.99845241124
6350y,0.0721981075464
6351x,-0.544937203285
6351y,0.80474443077
6352x,-0.840865364086
6352y,-0.294619684229
6353x,0.802493271487
6353y,-0.649016656026
6354x,-0.444082086523
6354y,-0.952184196263
6355x,-0.986852671642
6355y,-0.0846618504612
6356x,-0.183139841433
6356y,0.990680616386
6357x,0.384411452356
6357y,-0.852111235117
6358x,0.729041149595
6358y,-0.657537358868
6359x,-0.889366362553
6359y,-0.206322932603
6360x,0.0903587933419
6360y,-1.05102659847
6361x,-0.258861217262
6361y,0.926966805747
6362x,-1.00879033547
6362y,-0.0160694750118
6363x,-0.843686595456
6363y,-0.358578803302
6364x,-0.252131323232
6364y,0.915033212661
6365x,0.903267623585
6365y,-0.451164581037
6366x,-0.461867990817
6366y,-0.945746738393
6367x,0.83310838569
6367y,0.511186174675
6368x,0.266866568796
6368y,1.04867911608
6369x,-0.789467685216
6369y,-0.476535733475
6370x,-1.02567401798
6370y,0.163575173709
6371x,0.29045435244
6371y,1.04798788425
6372x,0.78542670692
6372y,0.595034639488
6373x,-0.631947450101
6373y,-0.791406647707
6374x,-0.840257343394
6374y,-0.358428175199
6375x,-0.787822362481
6375y,-0.580490894217
6376x,-0.988957484395
6376y,-0.0890372705455
6377x,0.929025870892
6377y,-0.197346916151
6378x,1.05492430775
6378y,-0.230236225854
6379x,-1.05363695565
6379y,0.156038452943
6380x,0.66531485407
6380y,-0.765373370033
6381x,-0.553231205562
6381y,0.776903815313
6382x,0.112648135841
6382y,1.0179370829
6383x,-0.330993523481
6383y,0.864253165722
6384x,-0.697088697357
6384y,-0.661975547297
6385x,0.610739949529
6385y,-0.692405342251
6386x,1.031589699
6386y,-0.0733345788539
6387x,-0.04454790393
6387y,-1.03378814211
6388x,0.0256100627402
6388y,-1.01743152211
6389x,-1.02674054244
6389y,0.0195976078599
6390x,-0.496514324136
6390y,-0.899166516998
6391x,1.00154333923
6391y,-0.161764100825
6392x,0.655873777979
6392y,-0.718744927692
6393x,0.100008697051
6393y,-0.990268787152
6394x,-0.621797793586
6394y,-0.764222253464
6395x,-0.963522429939
6395y,0.40469893516
6396x,0.602588080451
6396y,-0.786160327542
6397x,1.03944761423
6397y,-0.17606026077
6398x,-0.0939842077253
6398y,0.976565879024
6399x,-0.34728054031
6399y,-1.01883736418
6400x,-1.01027045056
6400y,-0.075115779255
6401x,0.0228495957007
6401y,-1.01325352488
6402x,0.656191937035
6402y,0.647625630375
6403x,-1.01785901418
6403y,0.324249217802
6404x,-1.02086251204
6404y,0.233158418577
6405x,0.865734570956
6405y,0.319295098229
6406x,0.325194145658
6406y,1.01216136881
6407x,0.586983420746
6407y,0.902203308854
6408x,-0.816792261551
6408y,-0.389197927574
6409x,0.803920711321
6409y,-0.495660545151
6410x,-1.08644316583
6410y,0.094897498001
6411x,-0.214811722251
6411y,0.944890383114
6412x,0.955957397048
6412y,-0.289757384903
6413x,0.96734745347
6413y,0.0960557026352
6414x,-0.15764265583
6414y,-1.06717917915
6415x,-0.952995389977
6415y,0.305960744057
6416x,1.04756890788
6416y,-0.0106162582328
6417x,-0.560883880515
6417y,-0.750392341394
6418x,-0.867193544703
6418y,-0.362407058644
6419x,-0.203990112513
6419y,-1.06053234099
6420x,-0.0678953630075
6420y,-1.05886110441
6421x,0.86743015506
6421y,-0.504889029911
6422x,0.703722249801
6422y,-0.711988658162
6423x,-0.984821050017
6423y,0.278753777149
6424x,-1.02875600205
6424y,-0.0210061814758
6425x,0.978776825279
6425y,-0.226307050831
6426x,0.0378941169408
6426y,-1.00995562516
6427x,-0.981464991171
6427y,0.328604709212
6428x,0.582771077926
6428y,0.775715825541
6429x,0.907189148642
6429y,-0.377922174802
6430x,-0.664616138383
6430y,0.733170803226
6431x,-0.758008729302
6431y,-0.62356500266
6432x,-1.04436887732
6432y,0.0657572632448
6433x,0.55104089256
6433y,-0.733135645819
6434x,0.994342080784
6434y,-0.245137064085
6435x,-0.754740494663
6435y,-0.452519466522
6436x,-0.995090094225
6436y,-0.05288813416
6437x,-0.979403515136
6437y,-0.0420625305004
6438x,0.447516647777
6438y,-0.832737950905
6439x,1.0321480159
6439y,-0.185342686779
6440x,-0.971233799961
6440y,0.356087142266
6441x,-0.916699513
6441y,0.456606594564
6442x,-0.731548970938
6442y,0.658869634244
6443x,-0.282855013016
6443y,-0.978437901463
6444x,-0.216436135126
6444y,0.901016644936
6445x,0.764279365683
6445y,0.520508793939
6446x,0.67713332098
6446y,0.700762725298
6447x,0.142253820873
6447y,-0.953512386429
6448x,1.02692180809
6448y,-0.10963873222
6449x,-0.462075589084
6449y,-0.898087872531
6450x,0.22467059726
6450y,1.02787343859
6451x,-0.514102793169
6451y,-0.897278888538
6452x,0.192191438871
6452y,-0.936768955138
6453x,1.03875543001
6453y,-0.0399443812697
6454x,-0.957422010652
6454y,-0.0931646775602
6455x,-0.807458691169
6455y,-0.470638315111
6456x,-0.15877509382
6456y,-1.03276865228
6457x,0.520310971008
6457y,-0.824430325232
6458x,0.894627749679
6458y,0.316618828336
6459x,0.625129075723
6459y,-0.692586719026
6460x,-1.02340664687
6460y,-0.120416999123
6461x,0.725719994973
6461y,-0.690703581569
6462x,0.711585046911
6462y,0.733561747038
6463x,0.97798601045
6463y,0.122531582259
6464x,-0.881602761973
6464y,0.491041896943
6465x,1.10291358129
6465y,-0.100917032775
6466x,0.0268248838685
6466y,1.03248548077
6467x,0.876264926658
6467y,-0.509782408816
6468x,0.303729618328
6468y,-0.849102799673
6469x,0.215901833303
6469y,-0.980050885714
6470x,0.354611344284
6470y,1.01896858224
6471x,-0.0808176916219
6471y,-1.10666382519
6472x,-0.379655625858
6472y,0.85334309434
6473x,-0.622708962255
6473y,-0.830881312081
6474x,-0.0775088888019
6474y,-1.05595836922
6475x,-0.852920794833
6475y,-0.281763769132
6476x,-0.166651683973
6476y,-1.03955093419
6477x,-0.249208025234
6477y,0.877434075623
6478x,0.832318000392
6478y,0.413658909511
6479x,-0.0525184785795
6479y,-1.04948443572
6480x,0.227462552124
6480y,1.04125388882
6481x,0.627858561287
6481y,-0.687891446501
6482x,-0.673031684264
6482y,-0.740395333519
6483x,0.886642208251
6483y,-0.437532666767
6484x,-0.513901377032
6484y,-0.848708208886
6485x,-0.614513351803
6485y,-0.802707606662
6486x,-0.0464890025326
6486y,1.01089300704
6487x,0.981257901798
6487y,-0.401217393385
6488x,-0.319419260997
6488y,-1.01152163192
6489x,-0.720536726131
6489y,-0.63631563412
6490x,-0.314649769544
6490y,-1.04157713388
6491x,0.240703221128
6491y,1.04736619818
6492x,0.0147958682047
6492y,1.00872709191
6493x,0.0123355065414
6493y,1.04202692916
6494x,0.704020665334
6494y,-0.691841293069
6495x,-0.40268949151
6495y,-0.971686020141
6496x,-0.103581776542
6496y,-1.09967220555
6497x,-1.04947576912
6497y,0.265041627616
6498x,0.761045174778
6498y,-0.638424218664
6499x,-0.739483220721
6499y,-0.578631946512
6500x,0.657280771379
6500y,-0.677124898513
6501x,-0.819734003542
6501y,0.514391752836
6502x,-0.00440928454651
6502y,-1.04264610088
6503x,0.81425474029
6503y,-0.52482055494
6504x,-0.0216887890676
6504y,-1.05104655073
6505x,-0.610201410102
6505y,0.749320292493
6506x,0.348957558717
6506y,-0.885251396452
6507x,-0.976694875505
6507y,-0.131830782935
6508x,0.405389946931
6508y,0.957921170716
6509x,-0.716480327705
6509y,-0.665885224449
6510x,-0.647487211901
6510y,0.765662596659
6511x,0.971021073737
6511y,-0.0295096859828
6512x,-0.858291064883
6512y,-0.295202067899
6513x,-0.0454924849791
6513y,1.01206823813
6514x,0.108284335853
6514y,-0.889873115008
6515x,-0.412500119183
6515y,0.832997665471
6516x,-0.0468727976227
6516y,1.02316008027
6517x,-0.592635606117
6517y,0.770004024933
6518x,0.505161330491
6518y,-0.809155376573
6519x,0.877421506313
6519y,-0.493950044026
6520x,-0.999257356946
6520y,-0.10633176882
6521x,0.19041811545
6521y,-0.929471236839
6522x,0.317195650536
6522y,-0.854828587405
6523x,0.974774801077
6523y,0.0854278028612
6524x,-0.19701850442
6524y,0.93888687631
6525x,-0.673996234108
6525y,-0.721634768357
6526x,-0.89567163951
6526y,-0.404875665625
6527x,-0.730815221418
6527y,-0.629188189098
6528x,-0.33220871014
6528y,-0.998556487226
6529x,0.888973320023
6529y,-0.488410426256
6530x,1.02029022256
6530y,0.085226098518
6531x,-0.732391134846
6531y,-0.651201734897
6532x,0.647292883494
6532y,-0.688401079567
6533x,0.809865355267
6533y,-0.623647283691
6534x,1.01724522283
6534y,-0.20052027035
6535x,-0.359899896625
6535y,0.859991852163
6536x,0.368242950235
6536y,-0.865653677484
6537x,-0.356238619501
6537y,-1.00789102146
6538x,-1.01025153091
6538y,0.336291668419
6539x,0.521790392494
6539y,-0.865070179307
6540x,-0.120132737039
6540y,-1.05287936916
6541x,0.549711723199
6541y,-0.786186177771
6542x,0.939475033002
6542y,-0.4147902771
6543x,0.73664095433
6543y,0.663970502731
6544x,-0.294799785894
6544y,-1.03435116952
6545x,0.772768417456
6545y,0.595153606355
6546x,-0.771750573243
6546y,-0.483458626983
6547x,0.44934029218
6547y,-0.832974978055
6548x,0.986121336558
6548y,0.0564161901591
6549x,0.164217831591
6549y,-0.956888112857
6550x,-0.519800949929
6550y,-0.859323025007
6551x,0.576999340429
6551y,0.857249664831
6552x,0.843043907201
6552y,-0.458588822431
6553x,0.814659985205
6553y,0.44469286206
6554x,-1.03559031948
6554y,0.276907925754
6555x,0.759580054094
6555y,-0.572400371595
6556x,-0.424120825832
6556y,0.813550580043
6557x,-1.0032912463
6557y,0.156796007992
6558x,-0.256653362872
6558y,-1.03006329374
6559x,-1.00758524364
6559y,0.105472224819
6560x,-0.883092565924
6560y,-0.478499464935
6561x,0.483026697895
6561y,0.910393607695
6562x,0.716151424986
6562y,-0.623893570849
6563x,0.433075106438
6563y,-0.757317813505
6564x,0.2878503094
6564y,-0.864799479189
6565x,0.066387768448
6565y,1.07988780857
6566x,-0.541208821771
6566y,-0.848598897073
6567x,-1.06179203402
6567y,0.16380009387
6568x,0.693162374337
6568y,0.633755272453
6569x,-0.812504761112
6569y,0.611500488076
6570x,-0.980525801991
6570y,0.355328774491
6571x,0.0815546352607
6571y,-0.993313656972
6572x,0.970795007422
6572y,-0.425967805614
6573x,-0.808666710078
6573y,-0.389901724706
6574x,-0.636194447411
6574y,-0.815563882622
6575x,0.427714336775
6575y,-0.781834013396
6576x,1.02113181488
6576y,-0.370468611337
6577x,-0.614026190025
6577y,0.719298467893
6578x,1.03829865148
6578y,-0.348867717855
6579x,0.198260034704
6579y,-0.936842346303
6580x,-0.84130272487
6580y,-0.477652643697
6581x,0.0447355601829
6581y,-1.03200230174
6582x,-1.05538099369
6582y,0.111533371226
6583x,0.245357593193
6583y,-0.8706967988
6584x,0.90257494694
6584y,0.303426790041
6585x,0.987568570865
6585y,-0.363419143299
6586x,-0.774628132926
6586y,-0.450989869058
6587x,-0.482975012184
6587y,-0.936430370258
6588x,-0.831568821062
6588y,0.543041186389
6589x,-0.632511591965
6589y,-0.781781613089
6590x,0.263106921639
6590y,-0.903744707729
6591x,-0.378938271175
6591y,-0.945350493647
6592x,-0.656060044484
6592y,-0.842089253791
6593x,-0.768260169839
6593y,-0.504039104749
6594x,1.0250122668
6594y,-0.195024570417
6595x,0.934804497259
6595y,-0.415133558399
6596x,-0.662293101784
6596y,-0.719440765792
6597x,0.218892678257
6597y,-0.876035358501
6598x,0.352726192082
6598y,1.00187490354
6599x,0.427935039644
6599y,0.963976667503
